image,field,group,item_index,sub_index,token,label,truth,split,dataset_path,cell_path,normalized_path
bd65cc80e0a761f938b6.jpg,mssv,mssv,3,0,0,1,0,train,mssv_binary\train\filled\bd65cc80e0a761f938b6__mssv__g-mssv__i-3__s-0__0.png,cells\mssv\label_1\bd65cc80e0a761f938b6\mssv_c03_d0.png,normalized\bd65cc80e0a761f938b6\mssv.png
bd65cc80e0a761f938b6.jpg,mssv,mssv,4,9,9,1,9,train,mssv_binary\train\filled\bd65cc80e0a761f938b6__mssv__g-mssv__i-4__s-9__9.png,cells\mssv\label_1\bd65cc80e0a761f938b6\mssv_c04_d9.png,normalized\bd65cc80e0a761f938b6\mssv.png
bd65cc80e0a761f938b6.jpg,mssv,mssv,5,5,5,1,5,train,mssv_binary\train\filled\bd65cc80e0a761f938b6__mssv__g-mssv__i-5__s-5__5.png,cells\mssv\label_1\bd65cc80e0a761f938b6\mssv_c05_d5.png,normalized\bd65cc80e0a761f938b6\mssv.png
bd65cc80e0a761f938b6.jpg,mssv,mssv,6,1,1,1,1,train,mssv_binary\train\filled\bd65cc80e0a761f938b6__mssv__g-mssv__i-6__s-1__1.png,cells\mssv\label_1\bd65cc80e0a761f938b6\mssv_c06_d1.png,normalized\bd65cc80e0a761f938b6\mssv.png
bd65cc80e0a761f938b6.jpg,mssv,mssv,7,7,7,1,7,train,mssv_binary\train\filled\bd65cc80e0a761f938b6__mssv__g-mssv__i-7__s-7__7.png,cells\mssv\label_1\bd65cc80e0a761f938b6\mssv_c07_d7.png,normalized\bd65cc80e0a761f938b6\mssv.png
bd65cc80e0a761f938b6.jpg,mssv,mssv,8,6,6,1,6,train,mssv_binary\train\filled\bd65cc80e0a761f938b6__mssv__g-mssv__i-8__s-6__6.png,cells\mssv\label_1\bd65cc80e0a761f938b6\mssv_c08_d6.png,normalized\bd65cc80e0a761f938b6\mssv.png
d9fe27170b308a6ed321.jpg,mssv,mssv,1,2,2,1,2,train,mssv_binary\train\filled\d9fe27170b308a6ed321__mssv__g-mssv__i-1__s-2__2.png,cells\mssv\label_1\d9fe27170b308a6ed321\mssv_c01_d2.png,normalized\d9fe27170b308a6ed321\mssv.png
d9fe27170b308a6ed321.jpg,mssv,mssv,2,2,2,1,2,train,mssv_binary\train\filled\d9fe27170b308a6ed321__mssv__g-mssv__i-2__s-2__2.png,cells\mssv\label_1\d9fe27170b308a6ed321\mssv_c02_d2.png,normalized\d9fe27170b308a6ed321\mssv.png
d9fe27170b308a6ed321.jpg,mssv,mssv,3,0,0,1,0,train,mssv_binary\train\filled\d9fe27170b308a6ed321__mssv__g-mssv__i-3__s-0__0.png,cells\mssv\label_1\d9fe27170b308a6ed321\mssv_c03_d0.png,normalized\d9fe27170b308a6ed321\mssv.png
d9fe27170b308a6ed321.jpg,mssv,mssv,4,1,1,1,1,train,mssv_binary\train\filled\d9fe27170b308a6ed321__mssv__g-mssv__i-4__s-1__1.png,cells\mssv\label_1\d9fe27170b308a6ed321\mssv_c04_d1.png,normalized\d9fe27170b308a6ed321\mssv.png
d9fe27170b308a6ed321.jpg,mssv,mssv,5,2,2,1,2,train,mssv_binary\train\filled\d9fe27170b308a6ed321__mssv__g-mssv__i-5__s-2__2.png,cells\mssv\label_1\d9fe27170b308a6ed321\mssv_c05_d2.png,normalized\d9fe27170b308a6ed321\mssv.png
d9fe27170b308a6ed321.jpg,mssv,mssv,6,4,4,1,4,train,mssv_binary\train\filled\d9fe27170b308a6ed321__mssv__g-mssv__i-6__s-4__4.png,cells\mssv\label_1\d9fe27170b308a6ed321\mssv_c06_d4.png,normalized\d9fe27170b308a6ed321\mssv.png
d9fe27170b308a6ed321.jpg,mssv,mssv,7,6,6,1,6,train,mssv_binary\train\filled\d9fe27170b308a6ed321__mssv__g-mssv__i-7__s-6__6.png,cells\mssv\label_1\d9fe27170b308a6ed321\mssv_c07_d6.png,normalized\d9fe27170b308a6ed321\mssv.png
d9fe27170b308a6ed321.jpg,mssv,mssv,8,7,7,1,7,train,mssv_binary\train\filled\d9fe27170b308a6ed321__mssv__g-mssv__i-8__s-7__7.png,cells\mssv\label_1\d9fe27170b308a6ed321\mssv_c08_d7.png,normalized\d9fe27170b308a6ed321\mssv.png
e42559f375d4f48aadc5.jpg,mssv,mssv,1,2,2,1,2,train,mssv_binary\train\filled\e42559f375d4f48aadc5__mssv__g-mssv__i-1__s-2__2.png,cells\mssv\label_1\e42559f375d4f48aadc5\mssv_c01_d2.png,normalized\e42559f375d4f48aadc5\mssv.png
e42559f375d4f48aadc5.jpg,mssv,mssv,2,2,2,1,2,train,mssv_binary\train\filled\e42559f375d4f48aadc5__mssv__g-mssv__i-2__s-2__2.png,cells\mssv\label_1\e42559f375d4f48aadc5\mssv_c02_d2.png,normalized\e42559f375d4f48aadc5\mssv.png
e42559f375d4f48aadc5.jpg,mssv,mssv,3,0,0,1,0,train,mssv_binary\train\filled\e42559f375d4f48aadc5__mssv__g-mssv__i-3__s-0__0.png,cells\mssv\label_1\e42559f375d4f48aadc5\mssv_c03_d0.png,normalized\e42559f375d4f48aadc5\mssv.png
e42559f375d4f48aadc5.jpg,mssv,mssv,4,1,1,1,1,train,mssv_binary\train\filled\e42559f375d4f48aadc5__mssv__g-mssv__i-4__s-1__1.png,cells\mssv\label_1\e42559f375d4f48aadc5\mssv_c04_d1.png,normalized\e42559f375d4f48aadc5\mssv.png
e42559f375d4f48aadc5.jpg,mssv,mssv,5,2,2,1,2,train,mssv_binary\train\filled\e42559f375d4f48aadc5__mssv__g-mssv__i-5__s-2__2.png,cells\mssv\label_1\e42559f375d4f48aadc5\mssv_c05_d2.png,normalized\e42559f375d4f48aadc5\mssv.png
e42559f375d4f48aadc5.jpg,mssv,mssv,6,4,4,1,4,train,mssv_binary\train\filled\e42559f375d4f48aadc5__mssv__g-mssv__i-6__s-4__4.png,cells\mssv\label_1\e42559f375d4f48aadc5\mssv_c06_d4.png,normalized\e42559f375d4f48aadc5\mssv.png
e42559f375d4f48aadc5.jpg,mssv,mssv,7,6,6,1,6,train,mssv_binary\train\filled\e42559f375d4f48aadc5__mssv__g-mssv__i-7__s-6__6.png,cells\mssv\label_1\e42559f375d4f48aadc5\mssv_c07_d6.png,normalized\e42559f375d4f48aadc5\mssv.png
e42559f375d4f48aadc5.jpg,mssv,mssv,8,7,7,1,7,train,mssv_binary\train\filled\e42559f375d4f48aadc5__mssv__g-mssv__i-8__s-7__7.png,cells\mssv\label_1\e42559f375d4f48aadc5\mssv_c08_d7.png,normalized\e42559f375d4f48aadc5\mssv.png
020c2de101c68098d9d7.jpg,mssv,mssv,1,1,1,1,1,train,mssv_binary\train\filled\020c2de101c68098d9d7__mssv__g-mssv__i-1__s-1__1.png,cells\mssv\label_1\020c2de101c68098d9d7\mssv_c01_d1.png,normalized\020c2de101c68098d9d7\mssv.png
020c2de101c68098d9d7.jpg,mssv,mssv,2,2,2,1,2,train,mssv_binary\train\filled\020c2de101c68098d9d7__mssv__g-mssv__i-2__s-2__2.png,cells\mssv\label_1\020c2de101c68098d9d7\mssv_c02_d2.png,normalized\020c2de101c68098d9d7\mssv.png
020c2de101c68098d9d7.jpg,mssv,mssv,3,0,0,1,0,train,mssv_binary\train\filled\020c2de101c68098d9d7__mssv__g-mssv__i-3__s-0__0.png,cells\mssv\label_1\020c2de101c68098d9d7\mssv_c03_d0.png,normalized\020c2de101c68098d9d7\mssv.png
020c2de101c68098d9d7.jpg,mssv,mssv,4,2,2,1,2,train,mssv_binary\train\filled\020c2de101c68098d9d7__mssv__g-mssv__i-4__s-2__2.png,cells\mssv\label_1\020c2de101c68098d9d7\mssv_c04_d2.png,normalized\020c2de101c68098d9d7\mssv.png
020c2de101c68098d9d7.jpg,mssv,mssv,5,5,5,1,5,train,mssv_binary\train\filled\020c2de101c68098d9d7__mssv__g-mssv__i-5__s-5__5.png,cells\mssv\label_1\020c2de101c68098d9d7\mssv_c05_d5.png,normalized\020c2de101c68098d9d7\mssv.png
020c2de101c68098d9d7.jpg,mssv,mssv,6,9,9,1,9,train,mssv_binary\train\filled\020c2de101c68098d9d7__mssv__g-mssv__i-6__s-9__9.png,cells\mssv\label_1\020c2de101c68098d9d7\mssv_c06_d9.png,normalized\020c2de101c68098d9d7\mssv.png
020c2de101c68098d9d7.jpg,mssv,mssv,7,4,4,1,4,train,mssv_binary\train\filled\020c2de101c68098d9d7__mssv__g-mssv__i-7__s-4__4.png,cells\mssv\label_1\020c2de101c68098d9d7\mssv_c07_d4.png,normalized\020c2de101c68098d9d7\mssv.png
020c2de101c68098d9d7.jpg,mssv,mssv,8,6,6,1,6,train,mssv_binary\train\filled\020c2de101c68098d9d7__mssv__g-mssv__i-8__s-6__6.png,cells\mssv\label_1\020c2de101c68098d9d7\mssv_c08_d6.png,normalized\020c2de101c68098d9d7\mssv.png
1567c1e9ecce6d9034df.jpg,mssv,mssv,1,1,1,1,1,train,mssv_binary\train\filled\1567c1e9ecce6d9034df__mssv__g-mssv__i-1__s-1__1.png,cells\mssv\label_1\1567c1e9ecce6d9034df\mssv_c01_d1.png,normalized\1567c1e9ecce6d9034df\mssv.png
1567c1e9ecce6d9034df.jpg,mssv,mssv,2,2,2,1,2,train,mssv_binary\train\filled\1567c1e9ecce6d9034df__mssv__g-mssv__i-2__s-2__2.png,cells\mssv\label_1\1567c1e9ecce6d9034df\mssv_c02_d2.png,normalized\1567c1e9ecce6d9034df\mssv.png
1567c1e9ecce6d9034df.jpg,mssv,mssv,3,0,0,1,0,train,mssv_binary\train\filled\1567c1e9ecce6d9034df__mssv__g-mssv__i-3__s-0__0.png,cells\mssv\label_1\1567c1e9ecce6d9034df\mssv_c03_d0.png,normalized\1567c1e9ecce6d9034df\mssv.png
1567c1e9ecce6d9034df.jpg,mssv,mssv,4,2,2,1,2,train,mssv_binary\train\filled\1567c1e9ecce6d9034df__mssv__g-mssv__i-4__s-2__2.png,cells\mssv\label_1\1567c1e9ecce6d9034df\mssv_c04_d2.png,normalized\1567c1e9ecce6d9034df\mssv.png
1567c1e9ecce6d9034df.jpg,mssv,mssv,5,5,5,1,5,train,mssv_binary\train\filled\1567c1e9ecce6d9034df__mssv__g-mssv__i-5__s-5__5.png,cells\mssv\label_1\1567c1e9ecce6d9034df\mssv_c05_d5.png,normalized\1567c1e9ecce6d9034df\mssv.png
1567c1e9ecce6d9034df.jpg,mssv,mssv,6,9,9,1,9,train,mssv_binary\train\filled\1567c1e9ecce6d9034df__mssv__g-mssv__i-6__s-9__9.png,cells\mssv\label_1\1567c1e9ecce6d9034df\mssv_c06_d9.png,normalized\1567c1e9ecce6d9034df\mssv.png
1567c1e9ecce6d9034df.jpg,mssv,mssv,7,4,4,1,4,train,mssv_binary\train\filled\1567c1e9ecce6d9034df__mssv__g-mssv__i-7__s-4__4.png,cells\mssv\label_1\1567c1e9ecce6d9034df\mssv_c07_d4.png,normalized\1567c1e9ecce6d9034df\mssv.png
1567c1e9ecce6d9034df.jpg,mssv,mssv,8,6,6,1,6,train,mssv_binary\train\filled\1567c1e9ecce6d9034df__mssv__g-mssv__i-8__s-6__6.png,cells\mssv\label_1\1567c1e9ecce6d9034df\mssv_c08_d6.png,normalized\1567c1e9ecce6d9034df\mssv.png
19859f7bb35c32026b4d.jpg,mssv,mssv,1,1,1,1,1,train,mssv_binary\train\filled\19859f7bb35c32026b4d__mssv__g-mssv__i-1__s-1__1.png,cells\mssv\label_1\19859f7bb35c32026b4d\mssv_c01_d1.png,normalized\19859f7bb35c32026b4d\mssv.png
19859f7bb35c32026b4d.jpg,mssv,mssv,2,2,2,1,2,train,mssv_binary\train\filled\19859f7bb35c32026b4d__mssv__g-mssv__i-2__s-2__2.png,cells\mssv\label_1\19859f7bb35c32026b4d\mssv_c02_d2.png,normalized\19859f7bb35c32026b4d\mssv.png
19859f7bb35c32026b4d.jpg,mssv,mssv,3,0,0,1,0,train,mssv_binary\train\filled\19859f7bb35c32026b4d__mssv__g-mssv__i-3__s-0__0.png,cells\mssv\label_1\19859f7bb35c32026b4d\mssv_c03_d0.png,normalized\19859f7bb35c32026b4d\mssv.png
19859f7bb35c32026b4d.jpg,mssv,mssv,4,2,2,1,2,train,mssv_binary\train\filled\19859f7bb35c32026b4d__mssv__g-mssv__i-4__s-2__2.png,cells\mssv\label_1\19859f7bb35c32026b4d\mssv_c04_d2.png,normalized\19859f7bb35c32026b4d\mssv.png
19859f7bb35c32026b4d.jpg,mssv,mssv,5,5,5,1,5,train,mssv_binary\train\filled\19859f7bb35c32026b4d__mssv__g-mssv__i-5__s-5__5.png,cells\mssv\label_1\19859f7bb35c32026b4d\mssv_c05_d5.png,normalized\19859f7bb35c32026b4d\mssv.png
19859f7bb35c32026b4d.jpg,mssv,mssv,6,9,9,1,9,train,mssv_binary\train\filled\19859f7bb35c32026b4d__mssv__g-mssv__i-6__s-9__9.png,cells\mssv\label_1\19859f7bb35c32026b4d\mssv_c06_d9.png,normalized\19859f7bb35c32026b4d\mssv.png
19859f7bb35c32026b4d.jpg,mssv,mssv,7,4,4,1,4,train,mssv_binary\train\filled\19859f7bb35c32026b4d__mssv__g-mssv__i-7__s-4__4.png,cells\mssv\label_1\19859f7bb35c32026b4d\mssv_c07_d4.png,normalized\19859f7bb35c32026b4d\mssv.png
19859f7bb35c32026b4d.jpg,mssv,mssv,8,6,6,1,6,train,mssv_binary\train\filled\19859f7bb35c32026b4d__mssv__g-mssv__i-8__s-6__6.png,cells\mssv\label_1\19859f7bb35c32026b4d\mssv_c08_d6.png,normalized\19859f7bb35c32026b4d\mssv.png
14405a4e7669f737ae78.jpg,mssv,mssv,1,4,4,1,4,train,mssv_binary\train\filled\14405a4e7669f737ae78__mssv__g-mssv__i-1__s-4__4.png,cells\mssv\label_1\14405a4e7669f737ae78\mssv_c01_d4.png,normalized\14405a4e7669f737ae78\mssv.png
14405a4e7669f737ae78.jpg,mssv,mssv,2,1,1,1,1,train,mssv_binary\train\filled\14405a4e7669f737ae78__mssv__g-mssv__i-2__s-1__1.png,cells\mssv\label_1\14405a4e7669f737ae78\mssv_c02_d1.png,normalized\14405a4e7669f737ae78\mssv.png
14405a4e7669f737ae78.jpg,mssv,mssv,3,7,7,1,7,train,mssv_binary\train\filled\14405a4e7669f737ae78__mssv__g-mssv__i-3__s-7__7.png,cells\mssv\label_1\14405a4e7669f737ae78\mssv_c03_d7.png,normalized\14405a4e7669f737ae78\mssv.png
14405a4e7669f737ae78.jpg,mssv,mssv,4,3,3,1,3,train,mssv_binary\train\filled\14405a4e7669f737ae78__mssv__g-mssv__i-4__s-3__3.png,cells\mssv\label_1\14405a4e7669f737ae78\mssv_c04_d3.png,normalized\14405a4e7669f737ae78\mssv.png
14405a4e7669f737ae78.jpg,mssv,mssv,5,9,9,1,9,train,mssv_binary\train\filled\14405a4e7669f737ae78__mssv__g-mssv__i-5__s-9__9.png,cells\mssv\label_1\14405a4e7669f737ae78\mssv_c05_d9.png,normalized\14405a4e7669f737ae78\mssv.png
14405a4e7669f737ae78.jpg,mssv,mssv,6,5,5,1,5,train,mssv_binary\train\filled\14405a4e7669f737ae78__mssv__g-mssv__i-6__s-5__5.png,cells\mssv\label_1\14405a4e7669f737ae78\mssv_c06_d5.png,normalized\14405a4e7669f737ae78\mssv.png
14405a4e7669f737ae78.jpg,mssv,mssv,7,2,2,1,2,train,mssv_binary\train\filled\14405a4e7669f737ae78__mssv__g-mssv__i-7__s-2__2.png,cells\mssv\label_1\14405a4e7669f737ae78\mssv_c07_d2.png,normalized\14405a4e7669f737ae78\mssv.png
14405a4e7669f737ae78.jpg,mssv,mssv,8,8,8,1,8,train,mssv_binary\train\filled\14405a4e7669f737ae78__mssv__g-mssv__i-8__s-8__8.png,cells\mssv\label_1\14405a4e7669f737ae78\mssv_c08_d8.png,normalized\14405a4e7669f737ae78\mssv.png
7126b2d39ef41faa46e5.jpg,mssv,mssv,1,4,4,1,4,train,mssv_binary\train\filled\7126b2d39ef41faa46e5__mssv__g-mssv__i-1__s-4__4.png,cells\mssv\label_1\7126b2d39ef41faa46e5\mssv_c01_d4.png,normalized\7126b2d39ef41faa46e5\mssv.png
7126b2d39ef41faa46e5.jpg,mssv,mssv,2,1,1,1,1,train,mssv_binary\train\filled\7126b2d39ef41faa46e5__mssv__g-mssv__i-2__s-1__1.png,cells\mssv\label_1\7126b2d39ef41faa46e5\mssv_c02_d1.png,normalized\7126b2d39ef41faa46e5\mssv.png
7126b2d39ef41faa46e5.jpg,mssv,mssv,3,7,7,1,7,train,mssv_binary\train\filled\7126b2d39ef41faa46e5__mssv__g-mssv__i-3__s-7__7.png,cells\mssv\label_1\7126b2d39ef41faa46e5\mssv_c03_d7.png,normalized\7126b2d39ef41faa46e5\mssv.png
7126b2d39ef41faa46e5.jpg,mssv,mssv,4,3,3,1,3,train,mssv_binary\train\filled\7126b2d39ef41faa46e5__mssv__g-mssv__i-4__s-3__3.png,cells\mssv\label_1\7126b2d39ef41faa46e5\mssv_c04_d3.png,normalized\7126b2d39ef41faa46e5\mssv.png
7126b2d39ef41faa46e5.jpg,mssv,mssv,5,9,9,1,9,train,mssv_binary\train\filled\7126b2d39ef41faa46e5__mssv__g-mssv__i-5__s-9__9.png,cells\mssv\label_1\7126b2d39ef41faa46e5\mssv_c05_d9.png,normalized\7126b2d39ef41faa46e5\mssv.png
7126b2d39ef41faa46e5.jpg,mssv,mssv,6,5,5,1,5,train,mssv_binary\train\filled\7126b2d39ef41faa46e5__mssv__g-mssv__i-6__s-5__5.png,cells\mssv\label_1\7126b2d39ef41faa46e5\mssv_c06_d5.png,normalized\7126b2d39ef41faa46e5\mssv.png
7126b2d39ef41faa46e5.jpg,mssv,mssv,7,2,2,1,2,train,mssv_binary\train\filled\7126b2d39ef41faa46e5__mssv__g-mssv__i-7__s-2__2.png,cells\mssv\label_1\7126b2d39ef41faa46e5\mssv_c07_d2.png,normalized\7126b2d39ef41faa46e5\mssv.png
7126b2d39ef41faa46e5.jpg,mssv,mssv,8,8,8,1,8,train,mssv_binary\train\filled\7126b2d39ef41faa46e5__mssv__g-mssv__i-8__s-8__8.png,cells\mssv\label_1\7126b2d39ef41faa46e5\mssv_c08_d8.png,normalized\7126b2d39ef41faa46e5\mssv.png
78f60bfa27dda683ffcc.jpg,mssv,mssv,1,4,4,1,4,train,mssv_binary\train\filled\78f60bfa27dda683ffcc__mssv__g-mssv__i-1__s-4__4.png,cells\mssv\label_1\78f60bfa27dda683ffcc\mssv_c01_d4.png,normalized\78f60bfa27dda683ffcc\mssv.png
78f60bfa27dda683ffcc.jpg,mssv,mssv,2,1,1,1,1,train,mssv_binary\train\filled\78f60bfa27dda683ffcc__mssv__g-mssv__i-2__s-1__1.png,cells\mssv\label_1\78f60bfa27dda683ffcc\mssv_c02_d1.png,normalized\78f60bfa27dda683ffcc\mssv.png
78f60bfa27dda683ffcc.jpg,mssv,mssv,3,7,7,1,7,train,mssv_binary\train\filled\78f60bfa27dda683ffcc__mssv__g-mssv__i-3__s-7__7.png,cells\mssv\label_1\78f60bfa27dda683ffcc\mssv_c03_d7.png,normalized\78f60bfa27dda683ffcc\mssv.png
78f60bfa27dda683ffcc.jpg,mssv,mssv,4,3,3,1,3,train,mssv_binary\train\filled\78f60bfa27dda683ffcc__mssv__g-mssv__i-4__s-3__3.png,cells\mssv\label_1\78f60bfa27dda683ffcc\mssv_c04_d3.png,normalized\78f60bfa27dda683ffcc\mssv.png
78f60bfa27dda683ffcc.jpg,mssv,mssv,5,9,9,1,9,train,mssv_binary\train\filled\78f60bfa27dda683ffcc__mssv__g-mssv__i-5__s-9__9.png,cells\mssv\label_1\78f60bfa27dda683ffcc\mssv_c05_d9.png,normalized\78f60bfa27dda683ffcc\mssv.png
78f60bfa27dda683ffcc.jpg,mssv,mssv,6,5,5,1,5,train,mssv_binary\train\filled\78f60bfa27dda683ffcc__mssv__g-mssv__i-6__s-5__5.png,cells\mssv\label_1\78f60bfa27dda683ffcc\mssv_c06_d5.png,normalized\78f60bfa27dda683ffcc\mssv.png
78f60bfa27dda683ffcc.jpg,mssv,mssv,7,2,2,1,2,train,mssv_binary\train\filled\78f60bfa27dda683ffcc__mssv__g-mssv__i-7__s-2__2.png,cells\mssv\label_1\78f60bfa27dda683ffcc\mssv_c07_d2.png,normalized\78f60bfa27dda683ffcc\mssv.png
78f60bfa27dda683ffcc.jpg,mssv,mssv,8,8,8,1,8,train,mssv_binary\train\filled\78f60bfa27dda683ffcc__mssv__g-mssv__i-8__s-8__8.png,cells\mssv\label_1\78f60bfa27dda683ffcc\mssv_c08_d8.png,normalized\78f60bfa27dda683ffcc\mssv.png
5164e260ce474f191656.jpg,mssv,mssv,1,5,5,1,5,train,mssv_binary\train\filled\5164e260ce474f191656__mssv__g-mssv__i-1__s-5__5.png,cells\mssv\label_1\5164e260ce474f191656\mssv_c01_d5.png,normalized\5164e260ce474f191656\mssv.png
5164e260ce474f191656.jpg,mssv,mssv,2,0,0,1,0,train,mssv_binary\train\filled\5164e260ce474f191656__mssv__g-mssv__i-2__s-0__0.png,cells\mssv\label_1\5164e260ce474f191656\mssv_c02_d0.png,normalized\5164e260ce474f191656\mssv.png
5164e260ce474f191656.jpg,mssv,mssv,3,7,7,1,7,train,mssv_binary\train\filled\5164e260ce474f191656__mssv__g-mssv__i-3__s-7__7.png,cells\mssv\label_1\5164e260ce474f191656\mssv_c03_d7.png,normalized\5164e260ce474f191656\mssv.png
5164e260ce474f191656.jpg,mssv,mssv,4,1,1,1,1,train,mssv_binary\train\filled\5164e260ce474f191656__mssv__g-mssv__i-4__s-1__1.png,cells\mssv\label_1\5164e260ce474f191656\mssv_c04_d1.png,normalized\5164e260ce474f191656\mssv.png
5164e260ce474f191656.jpg,mssv,mssv,5,2,2,1,2,train,mssv_binary\train\filled\5164e260ce474f191656__mssv__g-mssv__i-5__s-2__2.png,cells\mssv\label_1\5164e260ce474f191656\mssv_c05_d2.png,normalized\5164e260ce474f191656\mssv.png
5164e260ce474f191656.jpg,mssv,mssv,6,9,9,1,9,train,mssv_binary\train\filled\5164e260ce474f191656__mssv__g-mssv__i-6__s-9__9.png,cells\mssv\label_1\5164e260ce474f191656\mssv_c06_d9.png,normalized\5164e260ce474f191656\mssv.png
5164e260ce474f191656.jpg,mssv,mssv,7,6,6,1,6,train,mssv_binary\train\filled\5164e260ce474f191656__mssv__g-mssv__i-7__s-6__6.png,cells\mssv\label_1\5164e260ce474f191656\mssv_c07_d6.png,normalized\5164e260ce474f191656\mssv.png
5164e260ce474f191656.jpg,mssv,mssv,8,4,4,1,4,train,mssv_binary\train\filled\5164e260ce474f191656__mssv__g-mssv__i-8__s-4__4.png,cells\mssv\label_1\5164e260ce474f191656\mssv_c08_d4.png,normalized\5164e260ce474f191656\mssv.png
5c6dd96ef54974172d58.jpg,mssv,mssv,1,5,5,1,5,train,mssv_binary\train\filled\5c6dd96ef54974172d58__mssv__g-mssv__i-1__s-5__5.png,cells\mssv\label_1\5c6dd96ef54974172d58\mssv_c01_d5.png,normalized\5c6dd96ef54974172d58\mssv.png
5c6dd96ef54974172d58.jpg,mssv,mssv,2,0,0,1,0,train,mssv_binary\train\filled\5c6dd96ef54974172d58__mssv__g-mssv__i-2__s-0__0.png,cells\mssv\label_1\5c6dd96ef54974172d58\mssv_c02_d0.png,normalized\5c6dd96ef54974172d58\mssv.png
5c6dd96ef54974172d58.jpg,mssv,mssv,3,7,7,1,7,train,mssv_binary\train\filled\5c6dd96ef54974172d58__mssv__g-mssv__i-3__s-7__7.png,cells\mssv\label_1\5c6dd96ef54974172d58\mssv_c03_d7.png,normalized\5c6dd96ef54974172d58\mssv.png
5c6dd96ef54974172d58.jpg,mssv,mssv,4,1,1,1,1,train,mssv_binary\train\filled\5c6dd96ef54974172d58__mssv__g-mssv__i-4__s-1__1.png,cells\mssv\label_1\5c6dd96ef54974172d58\mssv_c04_d1.png,normalized\5c6dd96ef54974172d58\mssv.png
5c6dd96ef54974172d58.jpg,mssv,mssv,5,2,2,1,2,train,mssv_binary\train\filled\5c6dd96ef54974172d58__mssv__g-mssv__i-5__s-2__2.png,cells\mssv\label_1\5c6dd96ef54974172d58\mssv_c05_d2.png,normalized\5c6dd96ef54974172d58\mssv.png
5c6dd96ef54974172d58.jpg,mssv,mssv,6,9,9,1,9,train,mssv_binary\train\filled\5c6dd96ef54974172d58__mssv__g-mssv__i-6__s-9__9.png,cells\mssv\label_1\5c6dd96ef54974172d58\mssv_c06_d9.png,normalized\5c6dd96ef54974172d58\mssv.png
